본문,시간,년,월,일,시,d
𖤐 만 두 🥟🥟🥟 𖤐 .먹고 뒤돌아 서면 배고프고 진심 큰일났네😭----,2018-12-15T07:19:32.000Z,2018,12,15,07,0
택배를 받으며 보내는 하루들...6개업의 택배아저씨들과안면 텄다.🤸‍♂️,2019-04-26T04:48:33.000Z,2019,04,26,04,1
"🤰🏻😱😂-((이브야~D-84👪))오늘로 임신8개월,28주배가 자주 뭉친다.. 미안하다미안하다😭-",2019-06-05T13:12:32.000Z,2019,06,05,13,0
만두 슥슥 구워서 칠리소스랑 같이 (੭ ˃̶̀ロ˂̶́)੭⁾최고,2019-06-10T11:21:39.000Z,2019,06,10,11,0
.,2019-04-20T13:12:50.000Z,2019,04,20,13,0
.,2019-06-13T11:53:02.000Z,2019,06,13,11,0
불토~비비고 만두 다 태웠다.😭힝ㅋ 집에 있는것도 서러운데..😫..,2019-03-22T11:34:29.000Z,2019,03,22,11,0
,2019-01-03T13:13:50.000Z,2019,01,03,13,0
뒷부분이 뭔가 더 색감이 이쁘다🤣🔥프로필 링크에 풀버전 주소 업로드!🔥,2019-05-27T17:18:04.000Z,2019,05,27,17,0
"이마트 돈코츠라멘 ,비비고 왕교자..사진으로 보니 콩국수 같다😲돈코츠라멘 국물이 찐하다우리 일본집에서 먹는 것하고맛이 비슷하다.비비고 왕교자만두는에어프라이어기로 돌렸다.정말 바삭바삭 맛있게 되었다.에어프라이어 잘 샀다..",2019-06-03T06:31:21.000Z,2019,06,03,06,0
🥟🥢.,2019-04-09T10:42:17.000Z,2019,04,09,10,0
_ 💕..,2019-05-16T09:08:29.000Z,2019,05,16,09,0
냠,2019-06-16T10:07:27.000Z,2019,06,16,10,0
토욜출근점심은 쫄면과 군만두,2019-05-18T03:37:17.000Z,2019,05,18,03,1
-오늘 점심남표니표 메밀소바🍜내가 좋아하는 군만두까지🥟맛있게 잘 먹었습니다😍..,2019-06-01T10:16:00.000Z,2019,06,01,10,0
,2019-05-05T08:10:25.000Z,2019,05,05,08,0
이 세상 만두맛이 아니었다.,2019-03-18T08:02:33.000Z,2019,03,18,08,0
맛있당🍜  ,2019-03-15T12:23:42.000Z,2019,03,15,12,0
.새로 생긴 직업:,2019-05-17T17:44:44.000Z,2019,05,17,17,0
,2019-01-03T07:45:17.000Z,2019,01,03,07,0
,2019-06-19T16:44:53.000Z,2019,06,19,16,0
▫️최고의 조합☝️----------------------,2019-03-24T12:37:06.000Z,2019,03,24,12,0
.간단한 ,2019-04-30T03:39:24.000Z,2019,04,30,03,1
🥟오늘 점심은 만두🥟만두 중에선 역시 비비고 왕교자가 제일 맛있는 것 같아요..! 혹시 다른 맛있는 만두 아신다면 공유 부탁드려요🙏...,2019-02-21T05:59:27.000Z,2019,02,21,05,0
집에 엄청나게 큰 택배가 도착~!!열어보니 깜놀~~!!,2019-03-11T09:51:31.000Z,2019,03,11,09,0
,2018-12-24T04:35:46.000Z,2018,12,24,04,1
요즘새벽에들어오는남편야식챙겨주기🍗🍻고생했어요🙆‍♀️언니찬스👍맛있어,2019-05-17T16:58:26.000Z,2019,05,17,16,0
,2019-03-21T11:21:52.000Z,2019,03,21,11,0
내방 냉장고 만두로 꽉찼다.. 이제 만두는 원없이 먹겠네 ㅋㅋㅋㅋ,2019-06-24T09:01:03.000Z,2019,06,24,09,0
,2019-05-30T14:42:49.000Z,2019,05,30,14,0
_,2019-02-15T11:47:39.000Z,2019,02,15,11,0
내 기준 냉동만두 톱인 두 제품. ,2019-01-21T12:34:59.000Z,2019,01,21,12,0
,2019-05-14T00:23:13.000Z,2019,05,14,00,1
..아주먹스타그램이여~주말만되면 집에서 챙겨먹으니자연스레.. 음식사진만있넼ㅋ점심땐 김치국밥해먹었으니저녁에는 텁텁한입에새콤한 비빔국수로 마무리☺.,2019-01-28T00:27:09.000Z,2019,01,28,00,1
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀비도오고 출출하고해서 비빔만두만두를 굽다보니 납작만두로 해 먹으면 더 맛있겠다 싶어 대구명물 납작만두 쇼핑ㅎㅎ조만간 납작만두로 비빔만두 또 해 먹어야지 :)...,2019-06-18T13:23:59.000Z,2019,06,18,13,0
"나는 클렌즈 주스 마시는데유부녀 친구는 군만두에 감자튀김까지 맥주안주로 마신다며 보내줬서유,,,부럽다 날씬해서 ,,,,😂주말에 나두 쓴다 ",2019-02-12T11:52:09.000Z,2019,02,12,11,0
,2019-04-07T07:34:21.000Z,2019,04,07,07,0
-⠀⠀⠀오늘은 남편이랑 마트로 나들이 다녀왔어용🤣날은 너무 좋다못해 덥더라구용 ㅎㅎ 여름이 온줄 알았어용얼마전에 똘망이 겉싸개 해줘서 힘들게했는데오늘도 더운재질 우주복 입혀서 똘망이 등에 땀이😭계절 감각없는 애미를 용서하렴 ㅋㅋㅋㅋ저도 트렌치코트 걸치고 갔는데 겉옷 입은사람은 저뿐이더라구용 ?사람들은 반팔반바지 ^^남편한테 사람들 반팔반바지입었네?! 나만 겉옷 걸쳤네? 하니까내가 낮엔 덥다고 말안해줬었어? 이러네요 ^^ 그렇게 똘망이랑 셋이서 신나게 장보고 집에와서 비빔면에 왕교자만두 흡입했어용 ㅎㅎㅎ 역시 만두는 비비고에용다들 즐거운 주말 보내셔용💕,2019-05-04T14:11:10.000Z,2019,05,04,14,0
[금손언니],2019-04-25T14:52:37.000Z,2019,04,25,14,0
기다리는거 싫어서 남들이랑 밥시간 항상 다르게 가는편인데여긴 아무리 사람터지는 시간이여도 웨이팅 절대없는곳이기도 하고음식도 나름 깔끔하고뭣보다 명란군만두가 있어서 신세계가면 가끔 가는곳🥟저번에 엄마랑 갔을땐 전골이더니이번엔 우삼겹떡볶이넹🥘...,2019-06-24T10:26:17.000Z,2019,06,24,10,0
AM 01:30 야식타임 🥟소화는잘안되는데 왜 새벽만되면 배고프지❓🙄😳먹고후회하기😭,2018-12-14T16:31:43.000Z,2018,12,14,16,0
나는 밤이 좋소,2019-04-15T16:06:31.000Z,2019,04,15,16,0
아침부터 인스턴트의 향연 ,2019-04-23T03:02:22.000Z,2019,04,23,03,1
,2019-04-24T12:31:58.000Z,2019,04,24,12,0
.PC방가서 각자 포스팅하고 집에 걸어가면서 막걸리 마시고 싶다길래 후딱,2019-01-29T14:10:45.000Z,2019,01,29,14,0
밤마다❤,2019-04-16T16:53:29.000Z,2019,04,16,16,0
역시 군만두는 겉바속촉이야❗️...,2019-03-03T07:27:33.000Z,2019,03,03,07,0
오늘의 저녁은 만두꽃🌼,2019-04-21T11:32:36.000Z,2019,04,21,11,0
오늘저녘은 ,2019-05-21T11:43:54.000Z,2019,05,21,11,0
,2019-02-04T11:00:54.000Z,2019,02,04,11,0
,2019-03-25T00:21:37.000Z,2019,03,25,00,1
,2019-06-09T15:31:03.000Z,2019,06,09,15,0
,2019-05-05T23:41:50.000Z,2019,05,05,23,1
,2019-06-16T14:34:24.000Z,2019,06,16,14,0
딸도~나도 김수현강시님께 집중^^ ,2019-05-04T00:10:59.000Z,2019,05,04,00,1
어제 저녁냉장고 파먹기-양배추편양배추 샐러드와 군만두마요네즈+케챱+연유=꿀맛군만두는 비비고왕교자구울때 물 한스푼 넣어주기!왠지 비쥬얼이 빙수같은 느낌이야~숟가락으로 퍼먹고싶넹ㅋㅋ,2019-02-15T02:44:58.000Z,2019,02,15,02,1
🍲 왼손으로 ,2019-03-17T11:02:16.000Z,2019,03,17,11,0
오늘도 우리는 야식과 함께 했다함께하지 않아도 되는데.......,2019-03-10T00:02:32.000Z,2019,03,10,00,1
내 친구가 얼마나 훌륭하냐면... 비비고 왕교자를 에어프라이어에 구운 다음 굽네 볼케이노 소스를 뿌려서 술안주로 내어 준다. 진짜 하버드대 안주학과 수석 졸업했나;; ,2019-01-18T23:31:34.000Z,2019,01,18,23,1
파티열었냐구요?아니요 일상이죠😉,2019-06-21T15:56:37.000Z,2019,06,21,15,0
만두도 먹고싶고 파스타도 먹고싶을땐 만두파스타!😁처음 시도해본 만두알리오올리오 였는데 생각보다 괜찮은것 같다😃좀더 매콤하게 페페론치노 더 넣을껄!,2019-04-17T10:24:13.000Z,2019,04,17,10,0
-혼자 잔잔한 노래 들으면서 밤바람 맞으며하루의 스트레스를 모두 날려버리고~!!한참을 멍때리고 있다가 느끼는 입질만큼쫄깃한건 없는것 같다😆.철수 후 집에 일찍 들어와 쮸니가 구워주는비비고왕교자에 맥주한캔 딱!! 딱 좋다💕..,2019-04-04T14:58:41.000Z,2019,04,04,14,0
자고 일어나니 밤 12시 😩남편이랑 옹기종기 허기진 배 채우기언재나 야식은 옳다💫❤️-,2019-02-19T17:07:30.000Z,2019,02,19,17,0
,2019-05-20T14:30:13.000Z,2019,05,20,14,0
,2019-01-29T13:29:19.000Z,2019,01,29,13,0
"Picnic with bibigo friends 😈.비비고 떡갈비비비고 볶음밥비비고 만두비비고 김밥 김비비고 통단팥죽비비고 김치.연트럴파크로여섯 명 각각의 최애 비비고 아이템을요리해온 VIVIGO팀의 초 여름 피크닉!.비비고 음식들로 한국의 대표적인 소풍음식 김밥과외국인 친구들과 더 친해지기 위한 셰어 푸드로 볶음밥, 만두, 팥죽을 채택했습니다!그리고 호불호 갈리지 않을 한식과 양식의 조화를 이룬 떡갈비꼬치도 준비했습니다 :)..",2019-06-21T12:39:43.000Z,2019,06,21,12,0
"⠀ ⠀리그 준비 중인데,비비고 왕교자 튀기고 시장족발 두팩에 결국 소줔ㅋㅋㅋ-",2019-06-06T02:12:46.000Z,2019,06,06,02,1
,2019-06-10T21:55:35.000Z,2019,06,10,21,1
날씨가 너~~~무 좋아서 낮술해마로 감튀 에프에 돌리고 ,2019-04-13T07:33:03.000Z,2019,04,13,07,0
🍜🥟남편이 @together_1963 의 ,2019-05-23T15:32:20.000Z,2019,05,23,15,0
ㅎㅎ 아점 먹는 중🥟🍺..집에 밥 없길래ㅎㅎ 비비고 왕교자랑 맥주ㅋㅋㅋㅋㅋㅋㅋㅋ 먹고 빵에 커피 마시고 빨래 널어야징🥴,2019-05-09T02:39:03.000Z,2019,05,09,02,1
급한 일 끝내고 간식🥟저녁은 뭘 먹나.. ,2019-04-11T09:30:00.000Z,2019,04,11,09,0
점심안먹는다더니.. 간식찾길래 냉동만두 꺼내서 군만두! 형부한테 비법전수받아 육즙터지게 완전 성공✌내남편 맛있다고 엄지척👍...,2019-01-05T06:00:45.000Z,2019,01,05,06,0
그 날의 작은 홈파티💕ㆍㆍㆍ,2019-01-04T02:08:48.000Z,2019,01,04,02,1
,2019-05-12T05:23:02.000Z,2019,05,12,05,0
🌭셰프의식탁1,2019-06-23T01:14:17.000Z,2019,06,23,01,1
집들이도 아니고 그냥 저녁ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ남동생네 부부와서 상 좀 벌려봤는데 다들 맛있게 먹어주니 기분좋당☺️,2019-02-21T14:15:45.000Z,2019,02,21,14,0
날씨넘조타 야외서먹으니 식어도뀰맛🍯,2019-01-24T15:30:48.000Z,2019,01,24,15,0
,2019-01-17T06:00:27.000Z,2019,01,17,06,0
.만맥...,2019-04-27T13:57:27.000Z,2019,04,27,13,0
,2018-12-30T14:51:11.000Z,2018,12,30,14,0
--------운동후 급 허기져서찐만두 흡입😋🥟🥟🥟🥟🥟......,2018-12-27T12:37:20.000Z,2018,12,27,12,0
🏡🍚,2019-05-28T14:12:27.000Z,2019,05,28,14,0
,2019-05-24T14:27:03.000Z,2019,05,24,14,0
-아 심장아 🇰🇷..,2019-06-15T16:54:23.000Z,2019,06,15,16,0
"자꾸자꾸 떡볶이와 비비고 왕교자🥟🥘음식하기 귀찮은 날임. 좋아하는 것만 올림...0. 조리시간약 10-15분..1. 재료gs 자꾸자꾸 떡볶이, 비비고 왕교자 4개, 쪽파(/대파) 조금, 파르미지아노 레지아노, 후춧가루*쪽파 신명나게 해치우는 중..2. 조리1) 재료 손질-쪽파 : 송송 썰어둔다.2) 비비고 왕교자 굽기*팬에 식용유를 넉넉하게 두른 뒤, 인내심을 가지고 아주 아주 아주 약한 불에서 오래 구워야 타지 않고 노릇노릇하게 잘 익는다.3) 자꾸자꾸 떡볶이 조리-끓는 물을 표시선까지 붓고 전자렌지(1000W)에서 3분30초간 조리한다.4) 조리된 떡볶이에 군만두를 올리고 썰어둔 쪽파와 후춧가루를 뿌린 다음 파르미지아노 레지아노 치즈를 듬뿍 갈아 올린다...3. 정리-느낀 점 : 편의점 떡볶이는 gs 자꾸자꾸 떡볶이가 정답입니다만.-TIP : 군만두를 후라이팬에서 노릇노릇하게 굽기 위해서는 '넉넉한 기름, 아주 아주 아주 약한 불에서 오래'가 정답입니다...",2019-06-03T23:45:31.000Z,2019,06,03,23,1
진로를 정했다 난 멋진 만두장인이 되어야지 ,2019-04-15T15:14:04.000Z,2019,04,15,15,0
블루베리주 꿀맛😝생블루베리라서 비싼데 맛있다고 다먹을려고하는거 간신히 뜯어말림..😭,2019-02-02T23:54:45.000Z,2019,02,02,23,1
진짜 오랜만에 짜장라면 🍳...,2019-02-12T03:18:03.000Z,2019,02,12,03,1
점심을 좀 일찍 먹어서인가...,2018-12-14T21:17:55.000Z,2018,12,14,21,1
고기가땡겼는데분식을 드신다네💦많이드시게요!!!!!!!!! ,2018-12-17T10:08:07.000Z,2018,12,17,10,0
,2019-04-09T23:43:59.000Z,2019,04,09,23,1
,2019-05-27T12:32:43.000Z,2019,05,27,12,0
2019. 02. 12,2019-02-12T10:43:38.000Z,2019,02,12,10,0
떡만둣국🥟..뭘 해도 냉면그릇 사이즈어야하는 낭군🙋🏻‍♂️떡과 만두를 적절히 넣어달란 아들👦🏻그냥 떡만 달라는 딸👧🏻..,2018-12-22T03:18:32.000Z,2018,12,22,03,1
,2019-05-23T08:44:00.000Z,2019,05,23,08,0
.전날 먹고 싶다한 만둣국 후딱 끓이기.,2019-04-04T12:22:55.000Z,2019,04,04,12,0
술마시그 난 담날 아침은 요단강이 보인다+_+..,2019-01-25T03:06:40.000Z,2019,01,25,03,1
,2019-05-13T03:55:26.000Z,2019,05,13,03,1
세상에 맛있는게 너무 많아😋🍓🍖🍕🥘🍝🍤🍻🐟🦞🐷🐮...,2019-01-22T12:47:38.000Z,2019,01,22,12,0
남편과 ,2019-02-15T04:44:14.000Z,2019,02,15,04,1
".직접 만들고 차린 한식 밥상🍚🥟🥘메뉴는 김치참치 볶음밥과 고추장찌개, 그리고 비비고 왕교자❤️고추장찌개는 간을 못맞춰서 별로였지만 볶음밥은 먹을만했던 🤣 군만두는 역시 비비고😍요렇게 잘 먹고 후식으로 🥭애플망고 먹으니 여기가 천국*_*💕💕.........",2019-03-29T12:34:01.000Z,2019,03,29,12,0
,2019-01-01T10:50:11.000Z,2019,01,01,10,0
,2019-05-09T01:28:36.000Z,2019,05,09,01,1
뭐 먹고싶냐는 말에깐풍만두!바로 만들어주시는 오땡큐님완전 맛있어서 폭풍흡입남은 양념장에 밥 비벼먹고터져터져 배터져! ㅋㅋ맛있게 잘 먹었습니다..,2018-12-31T07:36:11.000Z,2018,12,31,07,0
아침부터인스턴뜽,2019-01-11T00:50:04.000Z,2019,01,11,00,1
,2019-04-14T04:57:47.000Z,2019,04,14,04,1
만두에 꽂히다. ㅎㅎ너무맛있는거아님?매운 돈고츠라면 비비고왕교자아드님저녁식사^^ ,2019-06-04T14:24:59.000Z,2019,06,04,14,0
만두그라탕🥟🥫,2019-05-11T08:16:22.000Z,2019,05,11,08,0
,2019-01-05T00:50:22.000Z,2019,01,05,00,1
부대찌개는 그냥 사먹는게 쌀듯 ,2019-04-07T09:31:20.000Z,2019,04,07,09,0
,2019-05-05T02:08:17.000Z,2019,05,05,02,1
ㆍ오늘점심은 오이냉국수에 비비고왕교자❤국시맛이 물밀면과 오이냉국사이랄까🥰ㅋ여름엔 요런 시원한게 역시 최고구먼🍜ㆍㆍㆍ,2019-06-19T05:47:52.000Z,2019,06,19,05,0
처음으로 해본 돈코츠라멘!등뼈로 육수 우려서 더 깊은맛도 나구~숙주가 듬뿍 들어가니 시원한 맛은 덤으로👍신메뉴치고 너무 반응 좋아서 다음번에 또 해야징~~선생님 학생 너나할것없이 만족해해서 내 기분도 업업😍아이들왈 “쌤 오늘 급식 짱이에요!!!” 맨날 맨날 짱이었음 좋겠다..,2019-06-05T04:58:43.000Z,2019,06,05,04,1
해태제과 고향만두,2019-02-18T13:27:20.000Z,2019,02,18,13,0
...비오는날 캠핑대신~은지가 협찬해준 겁나 매운 쭈꾸미찡오반장 jmt막창 에프에 바삭하게내사랑 비비고만두도다이어트는 잠시 개나주고,2019-06-06T23:54:22.000Z,2019,06,06,23,1
오늘의 일기📝.모닝커피 때리고 간식먹고 폭풍수영🏊🏻‍♂️🏊🏻‍♀️삼겹살은 별로였고 쿨라임은 진짜 너므 맛있고 증인은 슬펐다😢..,2019-02-17T16:12:11.000Z,2019,02,17,16,0
싸다고해서 사버린 비비고 왕교자7만원짜리를 반값에 사서 기뻐했지만.. 18팩 온다는걸 생각못해서 대참사냉장고는 지금 왕교자에게 지배당함요리 추천받습니다,2019-03-28T13:16:19.000Z,2019,03,28,13,0
내가 만든 ,2019-02-09T09:44:24.000Z,2019,02,09,09,0
".하린이도 자고,오빠는 출근했고,나는 혼맥🍺야식먹으며 밀린 드라마 보기😎..",2019-04-14T14:44:00.000Z,2019,04,14,14,0
만두 만두만두 만두😁😛. 만두를 쪄먹자.,2019-01-30T01:16:00.000Z,2019,01,30,01,1
,2019-06-21T01:28:12.000Z,2019,06,21,01,1
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀진짜쫄면 먹고싶어서 하루종일 흥얼거렸댘ㅋㅋㅋㅋㅋㅋㅋㅋㅋ진쫄쫄쫄 진쫄쫄쫄 ♬ ♬ 진짜쫄면 진짜 매워서 간간하게 무친 콩나물 넣어 비벼 먹으니 👍🏻 비비고왕교자랑 찰떡인건 안먹어봐도 알수 있고용! 처음 해본 오이부추김치도 맛있다 헿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀나 진짜 주부같다 점점 ㅋㅋㅋㅋㅋㅋ 프로주부 인정받음⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-06-21T06:06:15.000Z,2019,06,21,06,0
에어프라이어와 함께하는 요즘근황❣,2019-01-11T03:22:46.000Z,2019,01,11,03,1
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀비비고 만두 속이 꽉찼네자주보자 우리🤤⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-03-05T16:49:00.000Z,2019,03,05,16,0
오늘의,2019-03-26T12:56:47.000Z,2019,03,26,12,0
"⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀오늘의 집밥🧡칼국수와 비비고 왕교자로 해결했어요.😋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀칼국수에 감자, 당근, 애호박, 양파 넣고물만두가 어중간하게 남아있길래남은 만두를 다 넣었더니남편이 만둣국 이냐며🤪⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀조금씩 남아 있던 야채들을육수 속으로 모두 넣었더니양이 과하게 만들어졌네요.😅⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀식후 상콤한 천혜향으로 입가심했어요.🍊⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀",2019-02-26T10:46:59.000Z,2019,02,26,10,0
.순두부집에서 순두부3개 공기밥2개추가 떡갈비하나 만두한접시먹고집에와서 만두쪄달래ㅠ오지게잘먹어..근데 지금한봉지더찌고있음ㅋ.,2019-04-28T12:43:34.000Z,2019,04,28,12,0
혼밥(연어편 1) feat. 교자만두,2018-12-30T11:18:18.000Z,2018,12,30,11,0
.오늘 저녁은 ,2019-04-23T13:24:06.000Z,2019,04,23,13,0
오늘저녁은 에어프라이어로 해먹는 냉동식품...,2019-01-27T12:35:14.000Z,2019,01,27,12,0
오늘 저녁은 군만두!!얘들 밥먹이고 먹을려고엄청 약한불로 천천히 구웠어요_,2019-05-27T14:36:44.000Z,2019,05,27,14,0
어제 신랑야식 요즘은 군만두보다  찐만두가 맛있엉🥟🥟🥟,2019-06-11T06:00:53.000Z,2019,06,11,06,0
수요일 도시락.맨날 맨날 짜장만 싸주고싶다.이렇게 편할수가 없어요ㅋㅋㅋㅋㅋ,2019-06-12T00:28:14.000Z,2019,06,12,00,1
,2019-02-17T11:03:32.000Z,2019,02,17,11,0
✔오늘의기록. ✔아침 ,2019-01-18T08:25:07.000Z,2019,01,18,08,0
집에서 밥해먹기✨코스트코 새우볶음밥에 양파랑 모짜렐라 치즈 추가! ,2019-05-21T11:43:39.000Z,2019,05,21,11,0
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀𖤐 행복충전주 한병 남았으니 혼맥🤤⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀육퇴후 혼맥은 정말 따라올게없음👍⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀맥주 넌 정말 왤케 좋은거냐..😍🤣✨⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀간단하니 행복 충전했으니 인제 굳나잇👏🌝⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-03-16T14:06:33.000Z,2019,03,16,14,0
오예 윈더쇼핑 사전입장으로비비고만두 1900원 득템⭐️택배기사님이 남편보다 빨리와야될텐뎅만두킬러 남푠님 맛있게 구버줄게여😍@hwa_ni0702.,2019-02-27T05:50:31.000Z,2019,02,27,05,0
야식 드시는 4세 어린이오늘 놀이터에서 두시간 놀고 목욕도30분 하고 밥도 한그릇 다 드시고 즐거운 시간 보내고 잘라고 책도읽고 누웠는데 옆에서 울고있음..자기 싫다고.. 🤨오늘 최선를 다해 놀아주고 혼자 일하며(집안일포함) 혼술 하려했는데.. 먼저 잠 안들면 다행,2019-05-17T12:28:37.000Z,2019,05,17,12,0
.아점으로 분식으로 ✌️떡볶이는 매콤하게 맛나게 휘리릭~.만두는 위는 촉촉 바닥은 빠삭하게!.이른저녁은 에프삼겹이랑 김취찌개!.에프없이 삼겹살 요리는 꿈도 못꿈ㅋ.집안살림만 해도 하루가 후딱..🙄.담주 주말은 방콕말고 꼭 바끄로~젭알!!!!.그나저나 낼 어린이집은 못갈거같은데..휴쓰 낼도 하루가 길겠다아...웁쓰🤭.,2019-06-23T10:06:19.000Z,2019,06,23,10,0
쥐포랑 만두랑 술이랑 ,2018-12-27T22:26:55.000Z,2018,12,27,22,1
😋삶은계란+비비고만두+네넴띤안 맛있을 수가 없는 조합-,2019-04-04T00:47:14.000Z,2019,04,04,00,1
:-)친구.Mandoo.饺子。。。,2019-03-02T17:39:08.000Z,2019,03,02,17,0
간만에 산 만두!!!! ,2019-03-28T11:46:52.000Z,2019,03,28,11,0
.친구야 미안하다ㅡ만두 다 태았다ㅡ,2019-04-18T02:22:39.000Z,2019,04,18,02,1
,2019-02-05T04:01:31.000Z,2019,02,05,04,1
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-03-15T10:45:00.000Z,2019,03,15,10,0
"-미역만두국수📸어제 너무 매운것만 먹어서아침은 부드러운걸로,멸치 육수내고 미역넣고왕교자랑 꼬마돈까스, 소면,계란 풀어넣고 간 맞춰서😃퓨전 국수 고소하니 속도 풀리네👍꼬마돈까스가 이렇게 맛있어지다니👍-",2018-12-25T03:03:45.000Z,2018,12,25,03,1
,2019-01-05T09:27:23.000Z,2019,01,05,09,0
,2019-04-03T09:04:40.000Z,2019,04,03,09,0
-190124,2019-01-24T14:30:00.000Z,2019,01,24,14,0
,2019-01-13T03:38:14.000Z,2019,01,13,03,1
우~~~ 야식~~ 우~~~ 다이어트 안해여~~~ ,2019-04-17T00:51:17.000Z,2019,04,17,00,1
아 😭 어김없이 돌아오는 월요일 😩 넘나 싫다으 😢 출근은 왜 항상 싫은가 .. 특히나 일요일 밤은 더 죽겠다느으으 ㅜㅜ  요 며칠 ,2019-05-12T15:10:33.000Z,2019,05,12,15,0
ㆍ월요일 00:02베스킨 파인트 절반 먹고 만두 찌기토요일이었으면 🙏출근하기 끔찍한데 아침에 내얼굴도 부어서 끔찍할듯🐷시작을 말자 베스킨이 부스터,2019-01-27T15:01:55.000Z,2019,01,27,15,0
,2018-12-30T08:56:37.000Z,2018,12,30,08,0
만~두~만두만두만~두~!!! 🥟 ,2019-03-01T00:05:24.000Z,2019,03,01,00,1
나 참이슬 안좋아하는데...역시 맛이읍네 참이슬...비도오고 엄마네집에서 중국집 느낌으로다가 쟁반꺼내서 셋팅해봄,2019-04-09T11:10:20.000Z,2019,04,09,11,0
,2019-01-27T12:55:48.000Z,2019,01,27,12,0
육회 파티 🎉...,2019-06-04T04:14:42.000Z,2019,06,04,04,1
,2019-04-19T00:53:02.000Z,2019,04,19,00,1
"미나리 , 청양 팍팍 넣고 떡만두매운탕 🍲🍲**",2019-04-04T03:35:06.000Z,2019,04,04,03,1
오늘은 그저 먹기ㅋㅋㅋ 비비고 왕교자 한봉에 9개~11개 정도밖에없네;;;이와중에 와이리 맛나노~~,2019-05-19T10:47:39.000Z,2019,05,19,10,0
♡분식 3종맛있다~~~👍👍..,2019-01-03T10:37:35.000Z,2019,01,03,10,0
,2019-01-13T10:03:16.000Z,2019,01,13,10,0
오늘저녁은 ,2019-05-09T11:35:10.000Z,2019,05,09,11,0
