댓글,시간,년,월,일,시,d
올해도 건강하고 새해복 많이 받자,2019-01-01T02:47:32.000Z,2019,01,01,02,1
Happy New Year~💕🙂,2019-01-01T02:47:32.000Z,2019,01,01,02,1
역시 새해첫날은 떡국이져~😍 새해복많이 받으시고 올해도 항상 좋은일만 가득하길요~~💕,2019-01-01T02:47:32.000Z,2019,01,01,02,1
올해는 조금만 일하고 돈 마니 벌길🙏 복많이받으세용😍,2019-01-01T02:47:32.000Z,2019,01,01,02,1
새해 떡국 한그릇 하셧네요 👍,2019-01-01T02:47:32.000Z,2019,01,01,02,1
맛있어요..?ㅠ,2019-02-22T12:09:36.000Z,2019,02,22,12,0
ㅎ...한입만 주세오...((군침,2019-02-22T12:09:36.000Z,2019,02,22,12,0
언니 에어프라이기 좋은거넹,2019-02-22T12:09:36.000Z,2019,02,22,12,0
잘보고 갑니다~~ 소통해요^^,2019-01-30T09:01:39.000Z,2019,01,30,09,0
우리집 냉동고에 많아 이거 진짜 크지!? 맛있음,2019-01-30T09:01:39.000Z,2019,01,30,09,0
언니 복직했지만 대박! 전 갈수록 소홀해져서 국말아서 주고있고 하...ㅜ반성반성이요ㅜ,2018-12-30T04:45:28.000Z,2018,12,30,04,1
.#육아스타그램 #한그릇뚝딱유아식 #17개월아기#2살아기 #아이주도유아식 #육아#육아템#일상,2018-12-30T04:45:28.000Z,2018,12,30,04,1
"SNS마케팅 업체 입니다! 인스타 팔로워,블로그 서로이웃 늘리기 관심있으시면 문의주세요 ~^^",2018-12-30T04:45:28.000Z,2018,12,30,04,1
대단해용👍😊,2018-12-30T04:45:28.000Z,2018,12,30,04,1
우아!! 선생님~ 대단해요!!!! 전 그냥 대는되로 먹이는뎅~ 노아는 좋겠다!!,2018-12-30T04:45:28.000Z,2018,12,30,04,1
맞팔해요! 구경자주올게용!집에서 편하게 하루80마넌 부업!제 피드도 놀러오세요🤗🤗,2019-03-09T03:44:20.000Z,2019,03,09,03,1
헐 이게모야ㅜㅜ 진짜맛있겠어영ㅎ,2019-03-08T14:24:39.000Z,2019,03,08,14,0
우왕👏안주좋고~ 막걸리 넘 맛있겠어요๑´ڡ`인스타로 하루 80마넌 ʚ˘◡˘ɞ 제 피드 놀러오세용♥️,2019-03-08T14:24:39.000Z,2019,03,08,14,0
"ㅇ ㅏ ,,😭",2019-03-08T14:24:39.000Z,2019,03,08,14,0
셰프의 꿈을 가지고 계시다면,2019-05-29T03:05:46.000Z,2019,05,29,03,1
#홈쿡#분식쟁이#분식#떡볶이#삶은달걀추가#순대#비비고왕교자#먹스타그램#냉장고털기#주부#요리#한끼떼우기#육아#일상,2019-02-03T04:54:51.000Z,2019,02,03,04,1
앗 워니는 소피루비폰인뎅ㅋㅋㅋㅋㅋ,2019-02-03T04:54:51.000Z,2019,02,03,04,1
자주 소통해요! 오늘 하루도 즐겁게 보내세요,2019-02-03T04:54:51.000Z,2019,02,03,04,1
앜ㅋㅋㅋㅋ 지금 소이도 시크릿쥬쥬폰 사달래요..ㅋㅋㅋ 새해 복 많이받으세용!,2019-02-03T04:54:51.000Z,2019,02,03,04,1
저희더 냉장고 털었어요 😳  ㅎㅎㅎ 유주네도 명절 잘 보내요 💜,2019-02-03T04:54:51.000Z,2019,02,03,04,1
happy new year,2018-12-31T12:27:45.000Z,2018,12,31,12,0
해피뉴이어♡,2018-12-31T12:27:45.000Z,2018,12,31,12,0
새해복마니받으세요~~~~~~~~~~~🎉🎆,2018-12-31T12:27:45.000Z,2018,12,31,12,0
마무리가 좋았네요 👍👍올 한해도 행복 가득한 한 해가 되시길,2018-12-31T12:27:45.000Z,2018,12,31,12,0
피드 너무 예뻐요~ 소통하며 지내요~^^,2018-12-31T12:27:45.000Z,2018,12,31,12,0
사진 너무 좋네요😝💕,2019-02-05T14:00:45.000Z,2019,02,05,14,0
새해복많이받아용😍❤❤,2019-02-05T14:00:45.000Z,2019,02,05,14,0
세상에서 가장 맛있는 집밥👍 부모님께 잘하며 살자 우리 💕,2019-02-05T14:00:45.000Z,2019,02,05,14,0
만두국ㅠㅠㅠㅠㅠㅠ 진짜 맛잇겟어요👍🏻,2019-02-05T14:00:45.000Z,2019,02,05,14,0
여기도 먹방이가 ㅋㅋㅋ남후니도 같이 살찌겟네 ㅋㅋ원래 임산부랑있음 같이 먹어서ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2018-12-30T13:54:54.000Z,2018,12,30,13,0
김감독 ...ㅋㅋㅋ또드시나🤢,2018-12-30T13:54:54.000Z,2018,12,30,13,0
윤미 임신해씀??,2018-12-30T13:54:54.000Z,2018,12,30,13,0
만듀ㅠㅜ진짜맛있어보여요 😭 잘 보고가요 새해복많이받으세오 😍🙌🏻,2018-12-30T13:54:54.000Z,2018,12,30,13,0
맛잇겟어요🤤👍 소통하고갈게요🙋‍♀️,2019-06-08T14:10:14.000Z,2019,06,08,14,0
앜 !!@ 나 배고팠는데ㅋㅋㅋ네넴띤있는데 무그까 ㅋㅋㅋㅋㅋ,2019-06-08T14:10:14.000Z,2019,06,08,14,0
집에서 배불러서 누워서 보는데 디게 맛나게보이는건 눈이 좋아서일까 사진실력인것일까.....,2019-06-08T14:10:14.000Z,2019,06,08,14,0
저두요오...,2019-06-08T14:10:14.000Z,2019,06,08,14,0
소바아아아아 맛있겠댜,2019-04-07T05:22:58.000Z,2019,04,07,05,0
저기에 치즈올려도 맛잇대여,2019-03-14T05:15:00.000Z,2019,03,14,05,0
나 지금 니 글 보고 왕교자랑 짜게삼,2019-03-14T05:15:00.000Z,2019,03,14,05,0
수업 중에 배고프게 하시네요,2019-03-14T05:15:00.000Z,2019,03,14,05,0
어머 이거 어디서 많이 본 그림이군요~,2019-03-14T05:15:00.000Z,2019,03,14,05,0
어머~저도 마켓컬리 좋아해요<,2019-03-14T05:15:00.000Z,2019,03,14,05,0
고춧가루를 안뿌리셔서 조금 아쉽지만 너무 맛있어보이내오..!,2019-03-14T05:15:00.000Z,2019,03,14,05,0
#slowooday #슬로우데이,2019-06-20T00:41:23.000Z,2019,06,20,00,1
헐 내꺼야🤤,2019-06-13T15:47:29.000Z,2019,06,13,15,0
풉킥,2019-06-13T15:47:29.000Z,2019,06,13,15,0
토마토쥬스😍,2019-05-26T05:39:39.000Z,2019,05,26,05,0
친구 미적감각으로 나오기 힘든 플레이팅인데 ㅋㅋㅋㅋ 이쁘당!!,2019-05-26T05:39:39.000Z,2019,05,26,05,0
#한끼스타그램 #저녁스타그램 #공복스타그램 #코카콜라 #코카콜라맛있다 #비비고 #비비고왕교자 #비비고왕교자김치만두 #김치만두 #군만두 #진짜쫄면 #jmt #대패삼겹살 #파절이 #참소스 #쫄면 #먹스타그램 #요리스타그램 #음식스타그램,2019-03-06T08:04:25.000Z,2019,03,06,08,0
비비고왕교자👏👏👏👍역쉬 배우신분👍,2018-12-13T09:54:50.000Z,2018,12,13,09,0
#🍱#도시락메뉴#매일매일도시락#직장인도시락#간편도시락#쉬운요리#요리#홈쿡#군만두#도시락메뉴추천#남편도시락싸기#락앤락도시락통,2019-05-17T21:59:51.000Z,2019,05,17,21,1
글과 사진들이 참 좋아요. 자주 소통하고 싶네요!,2019-05-17T21:59:51.000Z,2019,05,17,21,1
소풍가고픈 도시락인걸요^^,2019-05-17T21:59:51.000Z,2019,05,17,21,1
인천요리학원 상록호텔조리학교 입니다. 행복한 하루되세요^^,2019-05-17T21:59:51.000Z,2019,05,17,21,1
좋은하루되세요^ - ^!,2019-05-17T21:59:51.000Z,2019,05,17,21,1
알아두면 언젠가 도움이 될 오렌지라이프 손유미 입니다! 오늘도 행복한 하루 되세요!👌,2019-05-17T21:59:51.000Z,2019,05,17,21,1
댕댕이계정이예여^^ ㅎㅎ 인친해요!,2019-05-21T09:29:12.000Z,2019,05,21,09,0
분모자 맛있는데 ! 꺅 야식이시네용 ❤️ 맛있게드시구 좋은밤되세용 😍,2019-05-21T09:29:12.000Z,2019,05,21,09,0
저두 떡보다 만두 더 좋아해요.  것두 김치만두요~^^,2019-01-01T14:49:54.000Z,2019,01,01,14,0
와~저도 요리 좋아해서 요새 열심히 인스타 올리고있어요. 같은 관심사 가진분과 맞팔하고 인친하고파요🙋🏻‍♀️,2019-02-21T11:56:02.000Z,2019,02,21,11,0
구경하다가요~,2019-02-21T11:56:02.000Z,2019,02,21,11,0
네일래쉬속눈썹입니다.오늘도좋은하루보내세요^^,2019-02-21T11:56:02.000Z,2019,02,21,11,0
오늘뭐먹지? 여기서 고민하세요^^😸,2019-02-21T11:56:02.000Z,2019,02,21,11,0
술과 어울리는 맛집 리뷰하고 있어요! 놀러 오세요!:D,2019-02-21T11:56:02.000Z,2019,02,21,11,0
비비고가짱이짓👍,2019-02-13T11:28:51.000Z,2019,02,13,11,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ앜ㅋ어머뉘ㅜㅠㅠ,2019-06-11T03:34:16.000Z,2019,06,11,03,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊㄹ이네,2019-06-11T03:34:16.000Z,2019,06,11,03,1
나 먹으러갈래,2019-06-11T03:34:16.000Z,2019,06,11,03,1
#생일 #생일선물 #만두 #비비고 #비비고왕교자 #비비고왕만두 #김치만두 #고기만두 #왕만두 #비비고만두 #만두만두만두만두 #그래 #나 #만두성애자 #좋은친구 #덕분에 #엄마가 #노래부르던 #냉동고 #사준다 #효녀 #만들어줘서 #고마워 #개ㅅ,2019-06-11T03:34:16.000Z,2019,06,11,03,1
와이씨 한봉지만,2019-06-11T03:34:16.000Z,2019,06,11,03,1
진짜 내가 제일 사링하는 만두❤️,2019-06-11T03:34:16.000Z,2019,06,11,03,1
저도 만두 엄청 좋아하는데 ㅋㅋㅋ,2019-06-11T03:34:16.000Z,2019,06,11,03,1
어머낫! 반가워요♡,2019-04-08T04:00:14.000Z,2019,04,08,04,1
😘,2019-04-08T04:00:14.000Z,2019,04,08,04,1
너무마싯게생걌어여...😮,2019-04-08T04:00:14.000Z,2019,04,08,04,1
간다~ 기다려라~,2019-06-08T12:35:21.000Z,2019,06,08,12,0
맛집 오픈 하셨군요~ ㅋ,2019-06-08T12:35:21.000Z,2019,06,08,12,0
자주놀러 올께요~ 😘 오늘 하루도  파이륑 해서 으쌰으쌰 해보아용💪,2019-02-08T12:17:14.000Z,2019,02,08,12,0
제 인스타에도 놀러 오세요,2019-06-12T11:50:00.000Z,2019,06,12,11,0
하...오늘 갓엇어야햇어..,2019-05-14T03:16:38.000Z,2019,05,14,03,1
좋은하루보내세요. 😊,2019-05-14T03:16:38.000Z,2019,05,14,03,1
요리.....잘하셔서 너무너무 부러워여❣️,2019-05-14T03:16:38.000Z,2019,05,14,03,1
우얼.....🤭,2019-01-11T12:10:29.000Z,2019,01,11,12,0
만두먹고싶다😭,2019-01-11T12:10:29.000Z,2019,01,11,12,0
만두에 우유..미친거아니니..뭐냐 그 조합은..,2019-01-11T12:10:29.000Z,2019,01,11,12,0
😣,2019-05-20T00:59:28.000Z,2019,05,20,00,1
왜 이렇게 공감하죠🤣,2019-05-20T00:59:28.000Z,2019,05,20,00,1
하아 조만간 저의 미래가 아닐런지 🤦‍♀️,2019-05-20T00:59:28.000Z,2019,05,20,00,1
몇번 혼자 다녀봤더니  혼자가는게 답이드라구요 😐  으으으 이것저것 막 잔소리 하고  담으라고하고 잠깐 서라고하고  맘에드는건 먹으면 안되냐고 난리고  에휴😤,2019-05-20T00:59:28.000Z,2019,05,20,00,1
후기는 생략한다 !!!! 🤪,2019-05-20T00:59:28.000Z,2019,05,20,00,1
전아들만 둘이에요 소통해요,2019-05-20T00:59:28.000Z,2019,05,20,00,1
카트가 꽉 차는데요ㅋㅋㅋ다샀으니 집으로 고고🤣🤣🤣,2019-05-20T00:59:28.000Z,2019,05,20,00,1
우린 아직도 카트는 두대로ㅋㅋ둘이 합체하면 사고치는 에너지가 급상승해서😭😭😭웃픕니다ㅎㅎ,2019-05-20T00:59:28.000Z,2019,05,20,00,1
하하하~~ 저희도 마트가면 산물건은 카트에 안넣고 저희가 들고 다녀요😂😂😂,2019-05-20T00:59:28.000Z,2019,05,20,00,1
ㅋㅋ물건 뜯는건 이집이나 저집이나 똑같나봐요😭,2019-05-20T00:59:28.000Z,2019,05,20,00,1
ㅋㅋㅋ글이 아주 공감돼요ㅋㅋㅋㅋㅋ,2019-05-20T00:59:28.000Z,2019,05,20,00,1
극공감이네요ㅠ차라리하나씩앉혀두는게나아요ㅠ 카트 이인석 만들어줬음좋겠어요😂,2019-05-20T00:59:28.000Z,2019,05,20,00,1
"올드보이에는 종류가 온리원 라지만, 여기는 3종류라는게 😏",2019-01-21T07:05:31.000Z,2019,01,21,07,0
아...왜 듄님???이러다 순간 띡ㅡ떠오르는...그뒤로 엄청 😆😆😆,2019-01-21T07:05:31.000Z,2019,01,21,07,0
마시가 있는거다!,2019-01-21T07:05:31.000Z,2019,01,21,07,0
명절준비 하신겁니까? ㅋㅋㅋㅋㅋ,2019-01-21T07:05:31.000Z,2019,01,21,07,0
와 매운왕교자는 처음보네요👏,2019-01-21T07:05:31.000Z,2019,01,21,07,0
우리...어쩌죠...?ㅋㅋㅋㅋㅋㅋㅋㅋ,2018-12-12T12:57:22.000Z,2018,12,12,12,0
전 떡볶이에...맥주 ㅋㅋㅋㅋㅋ,2018-12-12T12:57:22.000Z,2018,12,12,12,0
👍🏻👍🏻👍🏻,2018-12-12T12:57:22.000Z,2018,12,12,12,0
ㅈㅓ희집 냉장고에 항상 쟁여놓는 비비고만두ㅎ넘 맛있어용👍,2018-12-12T12:57:22.000Z,2018,12,12,12,0
비비고 교자가 맛있는거 같아요^^~☆☆,2018-12-12T12:57:22.000Z,2018,12,12,12,0
살찔텐데~~ㅎ,2018-12-12T12:57:22.000Z,2018,12,12,12,0
쭈꾸미만두 강추강추~~ 꼭먹어봐,2019-05-22T13:09:32.000Z,2019,05,22,13,0
응 슬기 오늘 고생했당 ㅜㅜ,2019-05-22T13:09:32.000Z,2019,05,22,13,0
이쁘당...!!,2019-05-22T13:09:32.000Z,2019,05,22,13,0
쥬탸👍,2019-01-22T13:06:07.000Z,2019,01,22,13,0
cool post!,2019-01-22T13:06:07.000Z,2019,01,22,13,0
에어프라이어 부럽😭😭,2019-01-22T13:06:07.000Z,2019,01,22,13,0
잘보고 가요~ ^^,2019-05-19T03:43:44.000Z,2019,05,19,03,1
안녕하세요 반가워요~,2019-05-19T03:43:44.000Z,2019,05,19,03,1
안녕하세요>o<  지인꺼 구경하다가 놀러왔어용 ㅎ_ㅎ ♥ 오늘도 행복이 가득하시길 바랍니당 ^_^!,2019-05-19T03:43:44.000Z,2019,05,19,03,1
#먹스타그램 #일상 #소통 #인친 #맞팔 #첫줄 #신라면 #비비고왕교자 #🐷 #food #foodstagram #like4follow #lovefood #일상스타그램,2019-03-29T06:12:11.000Z,2019,03,29,06,0
꺄 만두에 라면은 최고궁합이쥬😍 맛잇게 드샤유🧡,2019-03-29T06:12:11.000Z,2019,03,29,06,0
이거야 말로 꿀조합... 🤤🤤,2019-03-29T06:12:11.000Z,2019,03,29,06,0
먹을수 있을만큼 최대한 먹구...글구 운동합시닷~^^,2019-03-29T06:12:11.000Z,2019,03,29,06,0
크라면🔥🔥,2019-03-29T06:12:11.000Z,2019,03,29,06,0
진심으로 군침흘렀슴다,2019-03-10T10:56:08.000Z,2019,03,10,10,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ#꽃귀욤#유란스님,2019-03-10T10:56:08.000Z,2019,03,10,10,0
어디서 샀어???당장 말해줘,2019-03-10T10:56:08.000Z,2019,03,10,10,0
안매우요???,2019-03-10T10:56:08.000Z,2019,03,10,10,0
구경하고 선팔 합니당 😉 감기 조심 하세용😁,2019-03-10T10:56:08.000Z,2019,03,10,10,0
"아파서 잘 먹는거예요, 빨리 나으려고🤗",2019-06-03T11:30:51.000Z,2019,06,03,11,0
춤과 노래를 사랑하는 다연😍,2019-02-01T14:49:57.000Z,2019,02,01,14,0
두분 클럽 보내드려야 겠어요 ㅋㅋㅋ,2019-02-01T14:49:57.000Z,2019,02,01,14,0
반가워요~,2019-02-01T14:49:57.000Z,2019,02,01,14,0
🙏🏻🙏🏻🙏🏻,2019-02-01T14:49:57.000Z,2019,02,01,14,0
아들 잘생겼네✨,2019-06-06T04:35:10.000Z,2019,06,06,04,1
카메라랑 아이컨택하는거봐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2019-06-06T04:35:10.000Z,2019,06,06,04,1
뭐고 타임슬립 느낌이고...,2019-06-06T04:35:10.000Z,2019,06,06,04,1
까아아 우리 서빈이!,2019-06-06T04:35:10.000Z,2019,06,06,04,1
꺄악😘😘,2019-06-06T04:35:10.000Z,2019,06,06,04,1
용이주니어...넘 이쁘네~~,2019-06-06T04:35:10.000Z,2019,06,06,04,1
잘생깄노,2019-06-06T04:35:10.000Z,2019,06,06,04,1
서빈이 아부지!!!,2019-06-06T04:35:10.000Z,2019,06,06,04,1
오빠야 아가야 얼굴짱잘생긴노 장난아님😍,2019-06-06T04:35:10.000Z,2019,06,06,04,1
아니 카메라 컨택 완벽하잖아요 ㅋㅋㅋ,2019-06-06T04:35:10.000Z,2019,06,06,04,1
주말에 일하는건.. 진짜 나쁜거야.... 라고 녹화장에 있는 사람이 말합니다.....,2019-06-08T10:20:40.000Z,2019,06,08,10,0
맛녀석 진짜 짱이야무이십끼형 짱,2019-06-08T10:20:40.000Z,2019,06,08,10,0
안주가 너무 간단하네.안 되겠네.박감독.사랑이 모잘라...,2019-05-21T14:34:37.000Z,2019,05,21,14,0
무언갈 보기 위한 혼술상 셋팅인거 같네요?,2018-12-12T11:10:08.000Z,2018,12,12,11,0
항상 좋은일 가득하세요~하트꾸~욱❤,2019-03-16T22:38:05.000Z,2019,03,16,22,1
인스타 잘보고 갑니다🙇,2019-03-16T22:38:05.000Z,2019,03,16,22,1
좋은 인연되어용~:)💯,2019-05-05T16:20:27.000Z,2019,05,05,16,0
선팔하고 가요~ 맞팔해용❣,2019-05-05T16:20:27.000Z,2019,05,05,16,0
남친이랑 갔다는줄ㅋㅋㅋㅋㅋㅋ다시보니아님😆,2019-05-05T16:20:27.000Z,2019,05,05,16,0
안녕하세요 ! 짱구아빠중고차 최정진 입니다. 페이지내에 고객님들과 함께한 소중한 후기들이 있습니다. 중고차 시세나 궁금한점 있으시면 언제든지 문의주세요 ! 감사합니다.,2019-05-05T16:20:27.000Z,2019,05,05,16,0
피드가 예뻐요🙊,2019-05-05T16:20:27.000Z,2019,05,05,16,0
즐겁게 구경하구 갑니당😄,2019-05-05T16:20:27.000Z,2019,05,05,16,0
ㅎㅎㅎㅎ,2019-05-05T16:20:27.000Z,2019,05,05,16,0
👍👍,2019-05-05T16:20:27.000Z,2019,05,05,16,0
부평 속눈썹전문 늘솜씨좋은 뷰티샵입니다.^^ 현재 이벤트중이니 구경오시고 소통하고지내요!!✨,2019-05-05T16:20:27.000Z,2019,05,05,16,0
굿🌟,2019-05-05T16:20:27.000Z,2019,05,05,16,0
느낌 있네요~,2019-05-05T16:20:27.000Z,2019,05,05,16,0
옷 구경오세용 🙂,2019-05-05T16:20:27.000Z,2019,05,05,16,0
또 놀러 올게용!,2018-12-14T16:48:16.000Z,2018,12,14,16,0
👋,2018-12-14T16:48:16.000Z,2018,12,14,16,0
#koreanspaghettinoodle#wasabinoodle#와사비쫄면#비비고왕교자#mukbang#eatingshow #eating #asmr #eatingasmr #asmrsound#koreanfood #asmreatingsounds #asmreating #mukbangshow #mukbangkorean #리얼사운드 #먹방 #먹방bj #유튜브 #유튜버 #먹스타그램 #맛스타그램 #야식스타그램 #야식 #맛집 #맛집추천 #존맛탱 #jmt,2019-05-29T11:56:42.000Z,2019,05,29,11,0
헐...맛있겠다😢,2019-05-29T11:56:42.000Z,2019,05,29,11,0
와...혁이👍,2019-05-29T11:56:42.000Z,2019,05,29,11,0
만두는 비비고인거 같아요 크크크,2018-12-27T13:30:40.000Z,2018,12,27,13,0
돼지된다....,2018-12-27T13:30:40.000Z,2018,12,27,13,0
와💕 엄청 맛나겠어요👍🏻 소통하고 싶어 선팔하구 가용 맞팔 부탁해용🙋🏻‍♀️,2018-12-27T13:30:40.000Z,2018,12,27,13,0
소통해요 🙈,2018-12-19T15:54:47.000Z,2018,12,19,15,0
@dhjkl123 푸디 개꿀ㅋㅋㅋㅋ,2018-12-19T15:54:47.000Z,2018,12,19,15,0
하루 최대 80만원 버는 꿀 부업✿ 문의주세용 ƪ(•̃͡•̃͡ ƪ,2018-12-19T15:54:47.000Z,2018,12,19,15,0
뭔일이에오!!!샘내일부터자나여!!!🙊,2019-05-07T13:08:12.000Z,2019,05,07,13,0
피자후기점.....,2019-05-07T13:08:12.000Z,2019,05,07,13,0
짬뽕도...😭😭😭,2019-05-07T13:08:12.000Z,2019,05,07,13,0
오와ㅏㅏㅏㅏ,2019-05-07T13:08:12.000Z,2019,05,07,13,0
얌^^ 뭘또 내가 간다니까 준빌했업^^,2019-05-07T13:08:12.000Z,2019,05,07,13,0
야 신대방에서 출발한다^^,2019-05-07T13:08:12.000Z,2019,05,07,13,0
와 부럽다 댓글거이안쓰는데,2019-05-07T13:08:12.000Z,2019,05,07,13,0
믿고먹는 CJ 인정?@keem__bs 어 인정👏,2019-05-07T13:08:12.000Z,2019,05,07,13,0
세상에나....내거좋아하는 냉동식품...😂,2019-05-07T13:08:12.000Z,2019,05,07,13,0
"슬슬 배고프다 슬슬 입이 근질근질,, ^^",2019-03-04T12:14:42.000Z,2019,03,04,12,0
오마이가쉬,2019-03-04T12:14:42.000Z,2019,03,04,12,0
그래? 사먹어봐야겟다,2019-03-04T12:14:42.000Z,2019,03,04,12,0
진짜 비비고 체고,2019-03-04T12:14:42.000Z,2019,03,04,12,0
남편분이 만든 오이소박이가 포인트네용 😍😍,2019-04-24T11:44:34.000Z,2019,04,24,11,0
떡볶이면  궁금해요,2019-04-24T11:44:34.000Z,2019,04,24,11,0
7살 딸맘이에요 자주놀러올께요^^,2019-02-07T07:03:04.000Z,2019,02,07,07,0
남푠이 요리한거지? ㅋ바깥에선 주방일에서 손떼 ㅋ,2019-02-07T07:03:04.000Z,2019,02,07,07,0
놀러갔음 쉬어야죠~~ ㅋ,2019-02-07T07:03:04.000Z,2019,02,07,07,0
떡볶이에 만두 굿이에요👍,2019-02-07T07:03:04.000Z,2019,02,07,07,0
#요리스타그램 #집밥스타그램 #돈까스카레 #에어프라이어 #비비고왕교자 #카레 #집밥 #오늘뭐먹지 #jmt,2019-03-27T01:27:31.000Z,2019,03,27,01,1
먹고싶어영,2019-03-27T01:27:31.000Z,2019,03,27,01,1
와... 주은이가 만든고니..... 짱맛있겠다👍,2019-03-27T01:27:31.000Z,2019,03,27,01,1
맛있겠어요ㅋㅋ😊딸둘맘이에요😊자주소통해요~~선팔하고갑니다💕💕,2019-03-27T01:27:31.000Z,2019,03,27,01,1
잘보고 갑니다~ = ),2019-04-25T10:24:37.000Z,2019,04,25,10,0
왠지 소통하고 싶은 피드네요ㅎㅎ 제 피드도 놀러오세요~,2019-04-25T10:24:37.000Z,2019,04,25,10,0
인스타 잘보고가요~👌,2019-04-25T10:24:37.000Z,2019,04,25,10,0
만두보다  통이  이뿌다,2019-06-04T10:04:20.000Z,2019,06,04,10,0
찜기 조으다~~~,2019-06-04T10:04:20.000Z,2019,06,04,10,0
급 만두가 땡기네욧~,2019-06-04T10:04:20.000Z,2019,06,04,10,0
마라탕 첨먹어보곤 자꾸생각나서 이틀뒤에 또 먹으러 갔네요 ~ 마라소스 입이 얼얼하다고 해서 걱정했는데...그게 마라탕 매력인듯요 자꾸자꾸 생각나는맛이었어용~ 사진보니 또 먹고싶...ㅎㅎㅎ 피드잘봤어요 소통해도될까요,2019-03-21T11:19:14.000Z,2019,03,21,11,0
와우😸,2019-01-01T04:19:22.000Z,2019,01,01,04,1
맞팔해요(o⌒．⌒o),2019-01-01T04:19:22.000Z,2019,01,01,04,1
우리집이랑은 반대네 ^^ 다이어트 하는 내 옆에서 치킨먹는 오빠는 아주아주 사랑스럽던데...,2019-01-01T04:19:22.000Z,2019,01,01,04,1
너도 같이해 가시내야,2019-01-01T04:19:22.000Z,2019,01,01,04,1
역시 만두는 비비고... 윤기가 대박이네요👏👏 저녁 플레이팅 너무 예뻐요!! 😍😍 오늘도 고생많으셨어용~~🙆🏻‍♀️❤️,2019-05-15T12:58:07.000Z,2019,05,15,12,0
‰,2019-06-15T18:06:41.000Z,2019,06,15,18,1
😌,2019-05-18T17:38:38.000Z,2019,05,18,17,0
안녕하세요 반가워요 :),2019-05-18T17:38:38.000Z,2019,05,18,17,0
선팔해요.,2019-05-18T17:38:38.000Z,2019,05,18,17,0
셋째 가나요..😍😍,2019-05-06T16:30:49.000Z,2019,05,06,16,0
사진분위기좋네요,2019-05-06T16:30:49.000Z,2019,05,06,16,0
테라 맛있어요? ㅋㅋ,2019-05-06T16:30:49.000Z,2019,05,06,16,0
소통해요~ㅎㅎ,2019-05-06T16:30:49.000Z,2019,05,06,16,0
굿굿!!😃,2019-05-06T16:30:49.000Z,2019,05,06,16,0
잘하실것 같아요~♡ 혹시 아이키우시며 쇼핑몰운영에 관심있으신 문의주세요^-^,2019-05-06T16:30:49.000Z,2019,05,06,16,0
#홈밥상 #집밥 #비비고왕교자 #군만두 #비비고군만두 #야식 #야식스타그램 #맥주 #맥주안주 #안주 #안주스타그램 #야식메뉴 #2차전시작,2019-06-23T16:06:54.000Z,2019,06,23,16,0
만두에 맥주는 야식으로최고져👍🏻,2019-06-23T16:06:54.000Z,2019,06,23,16,0
👍,2019-02-09T14:20:26.000Z,2019,02,09,14,0
돼지2행시돼!돼지라고맨날그러는 브래드지! 지만돼지래..,2019-02-09T14:20:26.000Z,2019,02,09,14,0
와우...맛있겠네요 다이어트는 내일부터요,2019-02-09T14:20:26.000Z,2019,02,09,14,0
떡볶이 ㅠㅠ,2019-02-09T14:20:26.000Z,2019,02,09,14,0
올때갖고와 ㅋ,2019-04-04T14:48:40.000Z,2019,04,04,14,0
참나....,2019-04-04T14:48:40.000Z,2019,04,04,14,0
디자인도 어찌 이리이뻐ㅡㅋ나도 갖고싶네😘,2019-04-04T14:48:40.000Z,2019,04,04,14,0
요거 탐나네,2019-04-04T14:48:40.000Z,2019,04,04,14,0
털러가야겠🤭🤭 ㅅ근데 처음사진꺼전부다 두번째박스에 다 들어잇는거에요???,2019-01-22T08:52:42.000Z,2019,01,22,08,0
과대포장이 문제 ㅋㅋㅋㅋㅋ,2019-01-22T08:52:42.000Z,2019,01,22,08,0
너의 피드를 살짝아래내려봤는데 다 먹깨비다 이정도면진짜 협찬 각인데,2019-01-22T08:52:42.000Z,2019,01,22,08,0
스티로폼에도 질소포장,2019-01-22T08:52:42.000Z,2019,01,22,08,0
내~놔~,2019-01-22T08:52:42.000Z,2019,01,22,08,0
저 소곡주 쌓아놓고 먹는거면 누나 진심 한병만..... 만두는 내가 보내줄께,2019-04-18T14:06:19.000Z,2019,04,18,14,0
👍✨,2019-04-18T14:06:19.000Z,2019,04,18,14,0
🤤,2019-04-18T14:06:19.000Z,2019,04,18,14,0
같은사진 두장올리셨네 아니면 두 접시?,2019-04-14T04:52:51.000Z,2019,04,14,04,1
비비고 왕교자 맛있지. ㅎ 냉동식품은 신의 선물 ㅋㅎㅎ,2019-04-14T04:52:51.000Z,2019,04,14,04,1
